date,January,February,March,April,May,June,July,August,September,October,November,December
1950,2.35,3.71,4.26,2.08,3.66,2.74,4.66,4.56,3.62,1.98,5.16,3.77
1951,3.22,4.04,5.23,2.84,4.08,3.88,4.21,3.06,1.83,4.24,6.45,5.52
1952,5.09,2.23,5.39,6.84,5.63,3.63,4.71,7.23,3.70,0.86,4.86,4.32
1953,5.21,2.68,6.84,5.46,5.57,3.02,3.89,3.35,1.51,3.78,2.91,4.35
1954,1.99,1.77,3.68,3.52,3.92,1.10,1.69,6.65,5.21,2.15,5.12,3.68
1955,0.63,2.94,4.38,2.58,1.45,4.33,1.47,11.65,2.52,7.02,2.30,0.40
1956,2.40,4.68,4.84,3.34,2.63,4.04,5.90,3.41,3.57,4.13,3.76,4.14
1957,1.92,2.69,2.98,4.69,1.44,2.42,1.52,2.07,3.14,2.72,3.96,6.49
1958,4.77,4.82,5.31,5.71,4.34,3.15,6.37,6.07,3.92,5.36,2.78,1.56
1959,2.26,1.94,3.88,2.90,1.78,4.04,6.92,5.07,2.01,4.64,4.25,4.12
1960,3.28,4.41,2.35,3.11,3.80,1.97,7.42,4.76,7.60,2.28,2.25,2.97
1961,3.12,3.54,5.38,4.98,3.59,3.12,5.84,3.95,2.60,2.73,2.62,3.42
1962,2.96,3.95,3.59,3.95,1.64,4.05,2.75,5.51,3.54,2.57,4.79,2.75
1963,2.46,2.35,4.27,0.96,2.52,2.50,2.85,2.93,4.59,0.25,6.74,2.11
1964,4.52,3.41,2.15,5.90,1.00,2.28,4.63,0.98,3.19,1.91,2.01,4.45
1965,3.06,2.69,3.22,2.41,1.68,1.67,3.33,3.43,2.49,2.19,1.40,1.70
1966,3.21,4.00,1.67,2.91,3.81,1.18,2.12,2.31,7.57,4.70,2.82,3.94
1967,1.33,2.48,5.17,2.81,3.95,2.67,6.05,8.71,2.11,2.47,2.11,5.67
1968,2.60,1.05,4.91,2.11,6.27,5.25,2.04,2.90,1.70,2.73,4.93,3.38
1969,2.02,2.49,2.99,3.14,2.51,3.75,9.34,3.68,4.25,1.69,3.33,7.16
1970,0.95,3.07,3.82,5.24,2.66,3.93,3.51,3.38,1.70,3.81,5.31,2.91
1971,2.56,5.43,2.96,2.58,4.32,1.41,4.24,10.23,5.96,4.58,5.16,1.95
1972,2.65,4.93,3.48,3.81,5.51,8.46,3.92,1.67,2.23,5.30,9.01,5.98
1973,4.20,3.55,3.56,6.49,4.94,5.92,3.31,3.17,3.42,3.82,1.45,7.45
1974,3.57,2.13,5.09,3.15,3.66,3.65,2.30,6.10,5.65,2.07,1.54,5.09
1975,5.23,3.29,4.19,3.35,4.55,6.29,8.71,3.70,8.05,3.80,3.68,2.82
1976,5.18,2.48,2.10,2.12,3.71,2.98,3.54,4.69,2.65,6.21,0.59,2.41
1977,2.29,2.17,4.99,3.70,1.43,3.89,2.54,5.29,4.61,4.24,7.49,5.89
1978,7.56,1.40,4.22,1.89,7.04,2.64,4.69,6.71,2.42,1.71,2.49,4.87
1979,9.12,5.18,3.52,3.86,5.77,3.64,3.80,5.71,6.30,3.97,3.54,2.08
1980,2.25,0.99,6.98,6.27,2.47,3.41,3.65,1.94,2.03,4.14,3.26,0.81
1981,0.54,4.60,1.41,4.05,4.48,4.44,3.88,2.64,3.36,3.62,1.56,4.30
1982,4.45,2.74,2.38,5.51,3.19,5.28,3.54,2.89,2.38,1.79,3.66,2.14
1983,3.32,2.94,7.72,9.00,5.43,3.82,1.98,3.12,2.96,4.74,6.21,7.26
1984,2.02,4.15,6.34,5.32,8.30,3.47,7.28,2.19,2.22,2.77,2.39,2.68
1985,1.40,2.41,1.81,1.03,5.24,3.86,4.63,4.11,5.51,1.75,6.20,1.51
1986,4.06,3.48,1.99,5.05,1.26,2.68,5.56,4.42,2.52,2.61,6.33,5.73
1987,5.24,1.33,2.93,5.45,2.61,3.33,5.90,4.17,4.54,3.96,3.14,2.14
1988,2.90,3.95,2.33,2.36,4.77,1.10,6.42,3.40,2.76,2.68,6.40,0.95
1989,2.12,3.03,4.13,3.76,8.43,6.24,6.47,4.73,6.99,5.09,2.74,0.81
1990,4.42,1.92,2.73,3.59,7.62,2.90,3.82,8.15,2.24,4.15,2.26,5.16
1991,4.33,1.35,5.08,3.83,2.26,2.80,5.70,4.82,4.12,2.14,1.97,4.01
1992,1.76,1.92,3.63,1.72,3.26,4.53,4.74,4.81,4.04,1.49,4.76,5.04
1993,2.59,2.87,6.90,4.62,1.42,2.64,2.67,3.97,5.51,4.02,2.86,4.64
1994,5.42,3.57,7.12,2.89,3.60,3.44,5.30,5.92,2.97,0.95,3.67,2.46
1995,3.19,2.37,1.91,1.86,3.73,2.08,4.36,1.71,4.22,6.86,5.07,2.34
1996,5.73,2.28,4.32,4.99,3.68,5.07,7.13,3.52,5.66,6.34,2.59,7.87
1997,3.18,2.42,4.65,3.86,3.20,2.13,5.19,5.52,2.29,2.36,4.16,3.91
1998,4.57,4.47,5.11,4.67,5.95,5.04,2.04,2.58,2.00,2.63,1.35,1.34
1999,7.19,2.88,4.95,2.71,3.01,1.69,1.27,5.37,9.50,3.34,2.38,2.97
2000,3.10,2.16,4.61,3.33,3.82,4.38,5.76,5.33,5.23,0.77,3.15,3.61
2001,3.03,2.62,5.95,1.83,3.17,5.24,3.10,3.53,2.93,0.93,1.00,2.22
2002,2.21,0.75,4.21,3.83,4.26,4.94,1.66,3.73,3.95,6.74,5.10,4.53
2003,2.54,4.69,4.07,2.86,3.77,8.43,3.87,4.92,6.26,4.99,4.32,5.76
2004,1.98,2.52,3.30,5.32,3.75,3.05,7.52,4.82,6.06,2.28,4.62,3.48
2005,4.35,2.42,4.01,4.48,2.56,3.53,4.64,2.12,1.19,11.99,3.91,3.61
2006,5.17,1.76,0.82,3.64,3.03,7.88,5.18,3.76,5.85,6.28,5.88,2.16
2007,3.60,1.97,4.11,8.45,1.58,4.05,4.47,4.49,0.99,5.50,2.34,5.38
2008,2.06,5.24,4.09,2.67,4.57,3.09,3.92,2.34,6.16,2.84,3.80,6.44
2009,2.93,0.66,2.01,4.40,4.43,6.79,5.00,7.39,3.99,5.67,2.19,7.71
2010,2.64,4.62,8.66,2.51,3.35,2.24,4.07,2.51,3.18,5.38,2.17,3.27
2011,3.33,3.07,5.55,5.67,3.77,3.43,4.11,15.67,7.12,4.19,3.83,4.21
2012,2.78,1.33,1.65,2.87,4.27,4.30,3.43,4.62,4.45,5.43,1.30,5.56
2013,3.00,2.89,2.89,2.60,3.82,9.49,5.27,4.67,2.11,2.01,2.89,4.74
2014,3.12,4.96,3.97,4.42,4.72,3.32,5.23,4.08,2.50,3.64,4.34,4.65
2015,4.43,2.18,4.55,2.67,1.21,8.12,3.68,2.26,3.60,4.02,2.30,4.84
